11-10-2023, 11:16:57,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
11-10-2023, 13:59:57,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:00:10,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:00:23,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:57:03,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:57:42,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:57:48,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:57:51,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 14:59:38,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
11-10-2023, 15:05:12,image name,002_06.00_010_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.40,0.98, roi used,true, angle,0.00, x,3000.00, y,2600.00, width,2000.00, height,300.00
,,class name,D002,score,0.91,cnter,980,123,area,77,width,13,height,9
,,class name,D002,score,0.96,cnter,274,123,area,177,width,23,height,17
,,class name,D002,score,0.45,cnter,1205,94,area,1,width,1,height,1
,,class name,D002,score,0.44,cnter,1207,94,area,1,width,2,height,1
